active|birthdate|country|draftNumber|draftRound|draftYear|familyName|fromYear|givenName|greatest75|hasPlayedDLeague|hasPlayedGames|hasPlayedNba|height|id|jerseyNumber|playerCode|position|school|seasonsExperience|slug|teamId|toYear|weight
true|1993-06-03T05:00:00.000Z|USA|3|1|2013-01-01T00:00:00.000Z|Porter Jr.|2013-01-01T00:00:00.000Z|Otto|false|false|true|true|80|203490|32|otto_porter_jr|Forward|Georgetown|8|otto-porter-jr|1610612744|2021-01-01T00:00:00.000Z|198
true|1991-03-16T06:00:00.000Z|USA|25|1|2013-01-01T00:00:00.000Z|Bullock|2013-01-01T00:00:00.000Z|Reggie|false|true|true|true|78|203493|25|reggie_bullock|Guard-Forward|North Carolina|8|reggie-bullock|1610612742|2021-01-01T00:00:00.000Z|205
true|1990-12-14T06:00:00.000Z|USA||||Covington|2013-01-01T00:00:00.000Z|Robert|false|true|true|true|79|203496|23|robert_covington|Forward|Tennessee State|8|robert-covington|1610612746|2021-01-01T00:00:00.000Z|209
true|1992-06-26T05:00:00.000Z|France|27|1|2013-01-01T00:00:00.000Z|Gobert|2013-01-01T00:00:00.000Z|Rudy|false|true|true|true|85|203497|27|rudy_gobert|Center|Cholet|8|rudy-gobert|1610612762|2021-01-01T00:00:00.000Z|258
true|1993-07-20T05:00:00.000Z|New Zealand|12|1|2013-01-01T00:00:00.000Z|Adams|2013-01-01T00:00:00.000Z|Steven|false|false|true|true|83|203500|4|steven_adams|Center|Pittsburgh|8|steven-adams|1610612763|2021-01-01T00:00:00.000Z|265
true|1992-03-16T06:00:00.000Z|USA|24|1|2013-01-01T00:00:00.000Z|Hardaway Jr.|2013-01-01T00:00:00.000Z|Tim|false|true|true|true|77|203501|11|tim_hardaway_jr|Guard-Forward|Michigan|8|tim-hardaway-jr|1610612742|2021-01-01T00:00:00.000Z|205
true|1991-11-10T06:00:00.000Z|USA|20|1|2013-01-01T00:00:00.000Z|Snell|2013-01-01T00:00:00.000Z|Tony|false|false|true|true|78|203503|21|tony_snell|Guard|New Mexico|8|tony-snell|1610612740|2021-01-01T00:00:00.000Z|213
true|1992-11-12T06:00:00.000Z|USA|9|1|2013-01-01T00:00:00.000Z|Burke|2013-01-01T00:00:00.000Z|Trey|false|true|true|true|72|203504|3|trey_burke|Guard|Michigan|8|trey-burke|1610612742|2021-01-01T00:00:00.000Z|185
true|1992-05-04T05:00:00.000Z|USA|2|1|2013-01-01T00:00:00.000Z|Oladipo|2013-01-01T00:00:00.000Z|Victor|false|false|true|true|76|203506|4|victor_oladipo|Guard|Indiana|8|victor-oladipo|1610612748|2021-01-01T00:00:00.000Z|213
true|1994-12-06T06:00:00.000Z|Greece|15|1|2013-01-01T00:00:00.000Z|Antetokounmpo|2013-01-01T00:00:00.000Z|Giannis|true|false|true|true|83|203507|34|giannis_antetokounmpo|Forward|Filathlitikos|8|giannis-antetokounmpo|1610612749|2021-01-01T00:00:00.000Z|242
true|1992-05-19T05:00:00.000Z|Brazil|47|2|2013-01-01T00:00:00.000Z|Neto|2015-01-01T00:00:00.000Z|Raul|false|true|true|true|74|203526|19|raul_neto|Guard|Murcia|6|raul-neto|1610612764|2021-01-01T00:00:00.000Z|180
true|1990-08-23T05:00:00.000Z|USA||||Curry|2013-01-01T00:00:00.000Z|Seth|false|true|true|true|74|203552|31|seth_curry|Guard|Duke|7|seth-curry|1610612751|2021-01-01T00:00:00.000Z|185
true|1991-07-29T05:00:00.000Z|USA||||McGruder|2016-01-01T00:00:00.000Z|Rodney|false|true|true|true|76|203585|17|rodney_mcgruder|Guard|Kansas State|5|rodney-mcgruder|1610612765|2021-01-01T00:00:00.000Z|205
true|1992-07-18T05:00:00.000Z|Greece|51|2|2014-01-01T00:00:00.000Z|Antetokounmpo|2015-01-01T00:00:00.000Z|Thanasis|false|true|true|true|78|203648|43|thanasis_antetokounmpo|Forward|Panathinaikos|3|thanasis-antetokounmpo|1610612749|2021-01-01T00:00:00.000Z|219
true|1995-03-10T06:00:00.000Z|USA|13|1|2014-01-01T00:00:00.000Z|LaVine|2014-01-01T00:00:00.000Z|Zach|false|false|true|true|77|203897|8|zach_lavine|Guard-Forward|UCLA|7|zach-lavine|1610612741|2021-01-01T00:00:00.000Z|200
true|1994-02-22T06:00:00.000Z|USA|10|1|2014-01-01T00:00:00.000Z|Payton|2014-01-01T00:00:00.000Z|Elfrid|false|false|true|true|75|203901|2|elfrid_payton|Guard|Louisana-Lafayette|7|elfrid-payton|1610612756|2021-01-01T00:00:00.000Z|195
true|1992-06-07T05:00:00.000Z|USA|46|2|2014-01-01T00:00:00.000Z|Clarkson|2014-01-01T00:00:00.000Z|Jordan|false|true|true|true|76|203903|0|jordan_clarkson|Guard|Missouri|7|jordan-clarkson|1610612762|2021-01-01T00:00:00.000Z|194
true|1994-09-14T05:00:00.000Z|USA|19|1|2014-01-01T00:00:00.000Z|Harris|2014-01-01T00:00:00.000Z|Gary|false|false|true|true|76|203914|14|gary_harris|Guard|Michigan State|7|gary-harris|1610612753|2021-01-01T00:00:00.000Z|210
true|1993-04-06T05:00:00.000Z|USA|38|2|2014-01-01T00:00:00.000Z|Dinwiddie|2014-01-01T00:00:00.000Z|Spencer|false|true|true|true|78|203915|26|spencer_dinwiddie|Guard|Colorado|7|spencer-dinwiddie|1610612742|2021-01-01T00:00:00.000Z|215
true|1992-10-20T05:00:00.000Z|USA|23|1|2014-01-01T00:00:00.000Z|Hood|2014-01-01T00:00:00.000Z|Rodney|false|false|true|true|80|203918|5|rodney_hood|Guard-Forward|Duke|7|rodney-hood|1610612746|2021-01-01T00:00:00.000Z|208
true|1992-09-28T05:00:00.000Z|Canada||||Birch|2017-01-01T00:00:00.000Z|Khem|false|true|true|true|81|203920|24|khem_birch|Center|UNLV|4|khem-birch|1610612761|2021-01-01T00:00:00.000Z|233
true|1994-03-12T06:00:00.000Z|USA|39|2|2014-01-01T00:00:00.000Z|Grant|2014-01-01T00:00:00.000Z|Jerami|false|false|true|true|80|203924|9|jerami_grant|Forward|Syracuse|7|jerami-grant|1610612765|2021-01-01T00:00:00.000Z|210
true|1991-09-06T05:00:00.000Z|USA|33|2|2014-01-01T00:00:00.000Z|Harris|2014-01-01T00:00:00.000Z|Joe|false|true|true|true|78|203925|12|joe_harris|Guard-Forward|Virginia|7|joe-harris|1610612751|2021-01-01T00:00:00.000Z|220
true|1992-01-03T06:00:00.000Z|USA|11|1|2014-01-01T00:00:00.000Z|McDermott|2014-01-01T00:00:00.000Z|Doug|false|false|true|true|79|203926|17|doug_mcdermott|Forward|Creighton|7|doug-mcdermott|1610612759|2021-01-01T00:00:00.000Z|225
true|1995-09-16T05:00:00.000Z|USA|4|1|2014-01-01T00:00:00.000Z|Gordon|2014-01-01T00:00:00.000Z|Aaron|false|false|true|true|80|203932|50|aaron_gordon|Forward|Arizona|7|aaron-gordon|1610612743|2021-01-01T00:00:00.000Z|235
true|1993-09-05T05:00:00.000Z|USA|14|1|2014-01-01T00:00:00.000Z|Warren|2014-01-01T00:00:00.000Z|T.J.|false|true|true|true|80|203933|1|tj_warren|Forward|North Carolina State|7|tj-warren|1610612754|2021-01-01T00:00:00.000Z|220
true|1994-03-06T06:00:00.000Z|USA|6|1|2014-01-01T00:00:00.000Z|Smart|2014-01-01T00:00:00.000Z|Marcus|false|true|true|true|76|203935|36|marcus_smart|Guard|Oklahoma State|7|marcus-smart|1610612738|2021-01-01T00:00:00.000Z|220
true|1993-09-20T05:00:00.000Z|USA|30|1|2014-01-01T00:00:00.000Z|Anderson|2014-01-01T00:00:00.000Z|Kyle|false|true|true|true|81|203937|1|kyle_anderson|Forward-Guard|UCLA|7|kyle-anderson|1610612763|2021-01-01T00:00:00.000Z|230
true|1991-07-20T05:00:00.000Z|Canada|45|2|2014-01-01T00:00:00.000Z|Powell|2014-01-01T00:00:00.000Z|Dwight|false|true|true|true|82|203939|7|dwight_powell|Forward-Center|Stanford|7|dwight-powell|1610612742|2021-01-01T00:00:00.000Z|240
true|1994-11-29T06:00:00.000Z|USA|7|1|2014-01-01T00:00:00.000Z|Randle|2014-01-01T00:00:00.000Z|Julius|false|false|true|true|80|203944|30|julius_randle|Forward-Center|Kentucky|7|julius-randle|1610612752|2021-01-01T00:00:00.000Z|250
true|1995-02-23T06:00:00.000Z|Canada|1|1|2014-01-01T00:00:00.000Z|Wiggins|2014-01-01T00:00:00.000Z|Andrew|false|false|true|true|79|203952|22|andrew_wiggins|Forward|Kansas|7|andrew-wiggins|1610612744|2021-01-01T00:00:00.000Z|197
true|1994-03-16T06:00:00.000Z|Cameroon|3|1|2014-01-01T00:00:00.000Z|Embiid|2014-01-01T00:00:00.000Z|Joel|false|false|true|true|84|203954|21|joel_embiid|Center-Forward|Kansas|5|joel-embiid|1610612755|2021-01-01T00:00:00.000Z|280
true|1994-04-08T05:00:00.000Z|Croatia|12|1|2014-01-01T00:00:00.000Z|Saric|2016-01-01T00:00:00.000Z|Dario|false|false|true|true|82|203967|20|dario_saric|Forward-Center|Anadolu Efes|5|dario-saric|1610612756|2021-01-01T00:00:00.000Z|225
true|1994-05-18T05:00:00.000Z|Switzerland|25|1|2014-01-01T00:00:00.000Z|Capela|2014-01-01T00:00:00.000Z|Clint|false|true|true|true|82|203991|15|clint_capela|Center|Elan Chalon|7|clint-capela|1610612737|2021-01-01T00:00:00.000Z|256
true|1992-08-18T05:00:00.000Z|Serbia|27|1|2014-01-01T00:00:00.000Z|Bogdanovic|2017-01-01T00:00:00.000Z|Bogdan|false|false|true|true|78|203992|13|bogdan_bogdanovic|Guard|Fenerbahce|4|bogdan-bogdanovic|1610612737|2021-01-01T00:00:00.000Z|225
true|1994-08-23T05:00:00.000Z|Bosnia and Herzegovina|16|1|2014-01-01T00:00:00.000Z|Nurkic|2014-01-01T00:00:00.000Z|Jusuf|false|false|true|true|83|203994|27|jusuf_nurkic|Center|Cedevita|7|jusuf-nurkic|1610612757|2021-01-01T00:00:00.000Z|290
true|1995-02-19T06:00:00.000Z|Serbia|41|2|2014-01-01T00:00:00.000Z|Jokic|2015-01-01T00:00:00.000Z|Nikola|false|false|true|true|83|203999|15|nikola_jokic|Center|Mega Basket|6|nikola-jokic|1610612743|2021-01-01T00:00:00.000Z|284
true|1995-08-02T05:00:00.000Z|Latvia|4|1|2015-01-01T00:00:00.000Z|Porzingis|2015-01-01T00:00:00.000Z|Kristaps|false|false|true|true|87|204001|6|kristaps_porzingis|Forward-Center|Cajasol Sevilla|5|kristaps-porzingis|1610612764|2021-01-01T00:00:00.000Z|240
true|1987-10-02T05:00:00.000Z|Australia||||Ingles|2014-01-01T00:00:00.000Z|Joe|false|false|true|true|80|204060|2|joe_ingles|Forward-Guard|Maccabi Tel Aviv|7|joe-ingles|1610612757|2021-01-01T00:00:00.000Z|220
true|1992-03-25T06:00:00.000Z|USA||0|2015-01-01T00:00:00.000Z|McConnell|2015-01-01T00:00:00.000Z|T.J.|false|false|true|true|73|204456|9|t.j._mcconnell|Guard|Arizona|6|tj-mcconnell|1610612754|2021-01-01T00:00:00.000Z|190
true|1996-05-10T05:00:00.000Z|USA|24|1|2015-01-01T00:00:00.000Z|Jones|2015-01-01T00:00:00.000Z|Tyus|false|true|true|true|72|1626145|21|tyus_jones|Guard|Duke|6|tyus-jones|1610612763|2021-01-01T00:00:00.000Z|196
true|1994-01-26T06:00:00.000Z|USA|32|2|2015-01-01T00:00:00.000Z|Harrell|2015-01-01T00:00:00.000Z|Montrezl|false|true|true|true|79|1626149|6|montrezl_harrell|Forward-Center|Louisville|6|montrezl-harrell|1610612766|2021-01-01T00:00:00.000Z|240
true|1992-04-26T05:00:00.000Z|USA|20|1|2015-01-01T00:00:00.000Z|Wright|2015-01-01T00:00:00.000Z|Delon|false|true|true|true|77|1626153|0|delon_wright|Guard|Utah|6|delon-wright|1610612737|2021-01-01T00:00:00.000Z|185
true|1996-02-23T06:00:00.000Z|USA|2|1|2015-01-01T00:00:00.000Z|Russell|2015-01-01T00:00:00.000Z|D'Angelo|false|false|true|true|76|1626156|0|d'angelo_russell|Guard|Ohio State|6|dangelo-russell|1610612750|2021-01-01T00:00:00.000Z|193
true|1995-11-15T06:00:00.000Z|USA|1|1|2015-01-01T00:00:00.000Z|Towns|2015-01-01T00:00:00.000Z|Karl-Anthony|false|false|true|true|83|1626157|32|karl-anthony_towns|Center-Forward|Kentucky|6|karl-anthony-towns|1610612750|2021-01-01T00:00:00.000Z|248
true|1993-10-15T05:00:00.000Z|USA|37|2|2015-01-01T00:00:00.000Z|Holmes|2015-01-01T00:00:00.000Z|Richaun|false|true|true|true|82|1626158|22|richaun_holmes|Forward|Bowling Green|6|richaun-holmes|1610612758|2021-01-01T00:00:00.000Z|235
true|1996-03-26T06:00:00.000Z|USA|10|1|2015-01-01T00:00:00.000Z|Winslow|2015-01-01T00:00:00.000Z|Justise|false|false|true|true|78|1626159|20|justise_winslow|Forward-Guard|Duke|6|justise-winslow|1610612757|2021-01-01T00:00:00.000Z|222
true|1995-12-09T06:00:00.000Z|USA|15|1|2015-01-01T00:00:00.000Z|Oubre Jr.|2015-01-01T00:00:00.000Z|Kelly|false|false|true|true|78|1626162|12|kelly_oubre_jr|Forward-Guard|Kansas|6|kelly-oubre-jr|1610612766|2021-01-01T00:00:00.000Z|203
true|1993-04-04T06:00:00.000Z|USA|9|1|2015-01-01T00:00:00.000Z|Kaminsky|2015-01-01T00:00:00.000Z|Frank|false|false|true|true|84|1626163|8|frank_kaminsky|Forward-Center|Wisconsin|6|frank-kaminsky|1610612756|2021-01-01T00:00:00.000Z|240
true|1996-10-30T06:00:00.000Z|USA|13|1|2015-01-01T00:00:00.000Z|Booker|2015-01-01T00:00:00.000Z|Devin|false|false|true|true|77|1626164|1|devin_booker|Guard|Kentucky|6|devin-booker|1610612756|2021-01-01T00:00:00.000Z|206
true|1994-08-08T05:00:00.000Z|USA|14|1|2015-01-01T00:00:00.000Z|Payne|2015-01-01T00:00:00.000Z|Cameron|false|true|true|true|73|1626166|15|cameron_payne|Guard|Murray State|6|cameron-payne|1610612756|2021-01-01T00:00:00.000Z|183
true|1996-03-24T06:00:00.000Z|USA|11|1|2015-01-01T00:00:00.000Z|Turner|2015-01-01T00:00:00.000Z|Myles|false|false|true|true|83|1626167|33|myles_turner|Center-Forward|Texas-Austin|6|myles-turner|1610612754|2021-01-01T00:00:00.000Z|250
true|1995-11-05T06:00:00.000Z|Canada|12|1|2015-01-01T00:00:00.000Z|Lyles|2015-01-01T00:00:00.000Z|Trey|false|false|true|true|81|1626168|8|trey_lyles|Forward|Kentucky|6|trey-lyles|1610612758|2021-01-01T00:00:00.000Z|234
true|1996-05-29T05:00:00.000Z|USA|8|1|2015-01-01T00:00:00.000Z|Johnson|2015-01-01T00:00:00.000Z|Stanley|false|true|true|true|78|1626169|14|stanley_johnson|Forward-Guard|Arizona|6|stanley-johnson|1610612747|2021-01-01T00:00:00.000Z|242
true|1995-02-10T06:00:00.000Z|USA|22|1|2015-01-01T00:00:00.000Z|Portis|2015-01-01T00:00:00.000Z|Bobby|false|true|true|true|82|1626171|9|bobby_portis|Forward|Arkansas|6|bobby-portis|1610612749|2021-01-01T00:00:00.000Z|250
true|1996-02-06T06:00:00.000Z|USA|30|1|2015-01-01T00:00:00.000Z|Looney|2015-01-01T00:00:00.000Z|Kevon|false|true|true|true|81|1626172|5|kevon_looney|Forward|UCLA|6|kevon-looney|1610612744|2021-01-01T00:00:00.000Z|222
true|1995-09-27T05:00:00.000Z|USA||||Wood|2015-01-01T00:00:00.000Z|Christian|false|true|true|true|81|1626174|35|christian_wood|Forward|UNLV|5|christian-wood|1610612745|2021-01-01T00:00:00.000Z|214
true|1994-03-17T06:00:00.000Z|USA|16|1|2015-01-01T00:00:00.000Z|Rozier|2015-01-01T00:00:00.000Z|Terry|false|true|true|true|73|1626179|3|terry_rozier|Guard|Louisville|6|terry-rozier|1610612766|2021-01-01T00:00:00.000Z|190
true|1993-05-25T05:00:00.000Z|USA|46|2|2015-01-01T00:00:00.000Z|Powell|2015-01-01T00:00:00.000Z|Norman|false|true|true|true|75|1626181|24|norman_powell|Guard|UCLA|6|norman-powell|1610612746|2021-01-01T00:00:00.000Z|215
true|1993-01-06T06:00:00.000Z|USA|41|2|2015-01-01T00:00:00.000Z|Connaughton|2015-01-01T00:00:00.000Z|Pat|false|false|true|true|77|1626192|24|pat_connaughton|Guard|Notre Dame|6|pat-connaughton|1610612749|2021-01-01T00:00:00.000Z|209
true|1994-05-27T05:00:00.000Z|Spain|35|2|2015-01-01T00:00:00.000Z|Hernangomez|2016-01-01T00:00:00.000Z|Willy|false|false|true|true|83|1626195|9|willy_hernangomez|Center-Forward|Cajasol Sevilla|5|willy-hernangomez|1610612740|2021-01-01T00:00:00.000Z|250
true|1993-09-15T05:00:00.000Z|USA|40|2|2015-01-01T00:00:00.000Z|Richardson|2015-01-01T00:00:00.000Z|Josh|false|true|true|true|77|1626196|7|josh_richardson|Guard|Tennessee|6|josh-richardson|1610612759|2021-01-01T00:00:00.000Z|200
true|1993-01-01T06:00:00.000Z|USA|27|1|2015-01-01T00:00:00.000Z|Nance Jr.|2015-01-01T00:00:00.000Z|Larry|false|false|true|true|79|1626204|22|larry_nance_jr|Forward-Center|Wyoming|6|larry-nance-jr|1610612740|2021-01-01T00:00:00.000Z|245
true|1993-12-30T06:00:00.000Z|USA||||Sykes|2021-01-01T00:00:00.000Z|Keifer|false|true|true|true|71|1626208|28|keifer_sykes|Guard|Wisconsin-Green Bay|0|keifer-sykes|1610612754|2021-01-01T00:00:00.000Z|167
true|1993-06-05T05:00:00.000Z|USA||||O'Neale|2017-01-01T00:00:00.000Z|Royce|false|true|true|true|77|1626220|23|royce_o'neale|Forward|Baylor|4|royce-oneale|1610612762|2021-01-01T00:00:00.000Z|226
true|1995-04-08T05:00:00.000Z|Turkey|31|2|2015-01-01T00:00:00.000Z|Osman|2017-01-01T00:00:00.000Z|Cedi|false|true|true|true|79|1626224|16|cedi_osman|Forward|Anadolu Efes|4|cedi-osman|1610612739|2021-01-01T00:00:00.000Z|230
true|1988-08-15T05:00:00.000Z|Serbia||||Marjanovic|2015-01-01T00:00:00.000Z|Boban|false|true|true|true|87|1626246|51|boban_marjanovic|Center|Crvena zvezda|6|boban-marjanovic|1610612742|2021-01-01T00:00:00.000Z|290
true|1996-07-20T05:00:00.000Z|Australia|1|1|2016-01-01T00:00:00.000Z|Simmons|2016-01-01T00:00:00.000Z|Ben|false|false|true|true|83|1627732|25|ben_simmons|Guard-Forward|Louisiana State|4|ben-simmons|1610612751|2021-01-01T00:00:00.000Z|240
true|1996-05-03T05:00:00.000Z|Lithuania|11|1|2016-01-01T00:00:00.000Z|Sabonis|2016-01-01T00:00:00.000Z|Domantas|false|false|true|true|83|1627734|11|domantas_sabonis|Forward-Center|Gonzaga|5|domantas-sabonis|1610612758|2021-01-01T00:00:00.000Z|240
true|1996-11-26T06:00:00.000Z|USA|19|1|2016-01-01T00:00:00.000Z|Beasley|2016-01-01T00:00:00.000Z|Malik|false|true|true|true|76|1627736|5|malik_beasley|Guard|Florida State|5|malik-beasley|1610612750|2021-01-01T00:00:00.000Z|187
true|1997-07-02T05:00:00.000Z|USA|8|1|2016-01-01T00:00:00.000Z|Chriss|2016-01-01T00:00:00.000Z|Marquese|false|false|true|true|81|1627737|35|marquese_chriss|Forward|Washington|5|marquese-chriss|1610612742|2021-01-01T00:00:00.000Z|240
true|1992-12-17T06:00:00.000Z|Bahamas|6|1|2016-01-01T00:00:00.000Z|Hield|2016-01-01T00:00:00.000Z|Buddy|false|false|true|true|76|1627741|24|buddy_hield|Guard|Oklahoma|5|buddy-hield|1610612754|2021-01-01T00:00:00.000Z|220
true|1997-09-02T05:00:00.000Z|USA|2|1|2016-01-01T00:00:00.000Z|Ingram|2016-01-01T00:00:00.000Z|Brandon|false|false|true|true|80|1627742|14|brandon_ingram|Forward|Duke|5|brandon-ingram|1610612740|2021-01-01T00:00:00.000Z|190
true|1995-06-30T05:00:00.000Z|USA|30|1|2016-01-01T00:00:00.000Z|Jones|2016-01-01T00:00:00.000Z|Damian|false|true|true|true|83|1627745|30|damian_jones|Center|Vanderbilt|5|damian-jones|1610612758|2021-01-01T00:00:00.000Z|245
true|1994-08-25T05:00:00.000Z|USA|20|1|2016-01-01T00:00:00.000Z|LeVert|2016-01-01T00:00:00.000Z|Caris|false|false|true|true|78|1627747|3|caris_levert|Guard|Michigan|5|caris-levert|1610612739|2021-01-01T00:00:00.000Z|205
true|1996-09-19T05:00:00.000Z|USA|29|1|2016-01-01T00:00:00.000Z|Murray|2016-01-01T00:00:00.000Z|Dejounte|false|true|true|true|76|1627749|5|dejounte_murray|Guard|Washington|4|dejounte-murray|1610612759|2021-01-01T00:00:00.000Z|180
true|1997-02-23T06:00:00.000Z|Canada|7|1|2016-01-01T00:00:00.000Z|Murray|2016-01-01T00:00:00.000Z|Jamal|false|false|true|true|75|1627750|27|jamal_murray|Guard|Kentucky|5|jamal-murray|1610612743|2021-01-01T00:00:00.000Z|215
true|1995-10-15T05:00:00.000Z|Austria|9|1|2016-01-01T00:00:00.000Z|Poeltl|2016-01-01T00:00:00.000Z|Jakob|false|true|true|true|85|1627751|25|jakob_poeltl|Center|Utah|5|jakob-poeltl|1610612759|2021-01-01T00:00:00.000Z|245
true|1994-03-22T06:00:00.000Z|USA|12|1|2016-01-01T00:00:00.000Z|Prince|2016-01-01T00:00:00.000Z|Taurean|false|true|true|true|78|1627752|12|taurean_prince|Forward|Baylor|5|taurean-prince|1610612750|2021-01-01T00:00:00.000Z|218
true|1996-10-24T05:00:00.000Z|USA|3|1|2016-01-01T00:00:00.000Z|Brown|2016-01-01T00:00:00.000Z|Jaylen|false|false|true|true|78|1627759|7|jaylen_brown|Guard-Forward|California|5|jaylen-brown|1610612738|2021-01-01T00:00:00.000Z|223
true|1994-07-04T05:00:00.000Z|USA|21|1|2016-01-01T00:00:00.000Z|Bembry|2016-01-01T00:00:00.000Z|DeAndre'|false|true|true|true|77|1627761|95|deandre'_bembry|Guard-Forward|St. Joseph's (PA)|5|deandre-bembry|1610612749|2021-01-01T00:00:00.000Z|210
true|1992-12-11T06:00:00.000Z|USA|36|2|2016-01-01T00:00:00.000Z|Brogdon|2016-01-01T00:00:00.000Z|Malcolm|false|false|true|true|77|1627763|7|malcolm_brogdon|Guard|Virginia|5|malcolm-brogdon|1610612754|2021-01-01T00:00:00.000Z|229
true|1994-03-07T06:00:00.000Z|USA|47|2|2016-01-01T00:00:00.000Z|Layman|2016-01-01T00:00:00.000Z|Jake|false|true|true|true|80|1627774|10|jake_layman|Forward|Maryland|5|jake-layman|1610612750|2021-01-01T00:00:00.000Z|209
true|1993-06-17T05:00:00.000Z|USA|50|2|2016-01-01T00:00:00.000Z|Niang|2016-01-01T00:00:00.000Z|Georges|false|true|true|true|79|1627777|20|georges_niang|Forward|Iowa State|5|georges-niang|1610612755|2021-01-01T00:00:00.000Z|230
true|1992-12-01T06:00:00.000Z|USA||||Payton II|2016-01-01T00:00:00.000Z|Gary|false|true|true|true|75|1627780|0|gary_payton_ii|Guard|Oregon State|5|gary-payton-ii|1610612744|2021-01-01T00:00:00.000Z|195
true|1994-04-02T06:00:00.000Z|Cameroon|27|1|2016-01-01T00:00:00.000Z|Siakam|2016-01-01T00:00:00.000Z|Pascal|false|true|true|true|80|1627783|43|pascal_siakam|Forward|New Mexico State|5|pascal-siakam|1610612761|2021-01-01T00:00:00.000Z|230
true|1997-07-24T05:00:00.000Z|Turkey|26|1|2016-01-01T00:00:00.000Z|Korkmaz|2017-01-01T00:00:00.000Z|Furkan|false|true|true|true|79|1627788|30|furkan_korkmaz|Guard-Forward|Anadolu Efes|4|furkan-korkmaz|1610612755|2021-01-01T00:00:00.000Z|202
true|1995-05-09T05:00:00.000Z|France|24|1|2016-01-01T00:00:00.000Z|Luwawu-Cabarrot|2016-01-01T00:00:00.000Z|Timothe|false|true|true|true|79|1627789|7|timothe_luwawu-cabarrot|Guard-Forward|Mega Basket|5|timothe-luwawu-cabarrot|1610612737|2021-01-01T00:00:00.000Z|215
true|1992-10-21T05:00:00.000Z|USA||||Lee|2017-01-01T00:00:00.000Z|Damion|false|true|true|true|77|1627814|1|damion_lee|Guard-Forward|Drexel|4|damion-lee|1610612744|2021-01-01T00:00:00.000Z|210
true|1995-09-28T05:00:00.000Z|Spain|15|1|2016-01-01T00:00:00.000Z|Hernangomez|2016-01-01T00:00:00.000Z|Juancho|false|true|true|true|81|1627823|41|juan_hernangomez|Forward|Estudiantes|5|juancho-hernangomez|1610612762|2021-01-01T00:00:00.000Z|214
true|1997-03-18T06:00:00.000Z|Croatia|32|2|2016-01-01T00:00:00.000Z|Zubac|2016-01-01T00:00:00.000Z|Ivica|false|true|true|true|84|1627826|40|ivica_zubac|Center|Mega Basket|5|ivica-zubac|1610612746|2021-01-01T00:00:00.000Z|240
true|1993-05-04T05:00:00.000Z|USA||||Finney-Smith|2016-01-01T00:00:00.000Z|Dorian|false|false|true|true|79|1627827|10|dorian_finney-smith|Forward|Florida|5|dorian-finney-smith|1610612742|2021-01-01T00:00:00.000Z|220
true|1994-02-25T06:00:00.000Z|USA||||VanVleet|2016-01-01T00:00:00.000Z|Fred|false|true|true|true|73|1627832|23|fred_vanvleet|Guard|Wichita State|5|fred-vanvleet|1610612761|2021-01-01T00:00:00.000Z|197
true|1994-03-26T06:00:00.000Z|USA||||Arcidiacono|2017-01-01T00:00:00.000Z|Ryan|false|true|true|true|75|1627853|51|ryan_arcidiacono|Guard|Villanova|4|ryan-arcidiacono|1610612741|2021-01-01T00:00:00.000Z|195
true|1993-07-23T05:00:00.000Z|USA||||Forbes|2016-01-01T00:00:00.000Z|Bryn|false|true|true|true|74|1627854|7|bryn_forbes|Guard|Michigan State|5|bryn-forbes|1610612743|2021-01-01T00:00:00.000Z|205
true|1993-06-07T05:00:00.000Z|USA||||House Jr.|2016-01-01T00:00:00.000Z|Danuel|false|true|true|true|78|1627863|4|danuel_house|Forward-Guard|Texas A&M|5|danuel-house-jr|1610612762|2021-01-01T00:00:00.000Z|220
true|1997-02-15T06:00:00.000Z|USA||||Jones Jr.|2016-01-01T00:00:00.000Z|Derrick|false|true|true|true|78|1627884|5|derrick_jones_jr|Forward|UNLV|5|derrick-jones-jr|1610612741|2021-01-01T00:00:00.000Z|210
true|1994-02-28T06:00:00.000Z|USA||||Caruso|2017-01-01T00:00:00.000Z|Alex|false|true|true|true|77|1627936|6|alex_caruso|Guard|Texas A&M|4|alex-caruso|1610612741|2021-01-01T00:00:00.000Z|186
true|1993-01-14T06:00:00.000Z|USA||||Nwaba|2016-01-01T00:00:00.000Z|David|false|true|true|true|77|1628021|2|david_nwaba|Guard-Forward|Cal Poly|5|david-nwaba|1610612745|2021-01-01T00:00:00.000Z|219
true|1992-09-17T05:00:00.000Z|USA||||McKinnie|2017-01-01T00:00:00.000Z|Alfonzo|false|true|true|true|79|1628035|28|alfonzo_mckinnie|Forward|Wisconsin-Green Bay|4|alfonzo-mckinnie|1610612741|2021-01-01T00:00:00.000Z|215
true|1998-05-29T05:00:00.000Z|USA|1|1|2017-01-01T00:00:00.000Z|Fultz|2017-01-01T00:00:00.000Z|Markelle|false|false|true|true|76|1628365|20|markelle_fultz|Guard|Washington|4|markelle-fultz|1610612753|2021-01-01T00:00:00.000Z|209
true|1997-10-27T06:00:00.000Z|USA|2|1|2017-01-01T00:00:00.000Z|Ball|2017-01-01T00:00:00.000Z|Lonzo|false|false|true|true|78|1628366|2|lonzo_ball|Guard|UCLA|4|lonzo-ball|1610612741|2021-01-01T00:00:00.000Z|190
